"","SRR16611076","SRR16611077","SRR16611078","SRR16611088","SRR16611089","SRR16611090"
"PA14_RS26795",2866,1847,3023,1900,2282,2140
"PA14_RS26800",5634,4108,4256,2245,3034,3402
"PA14_RS26805",523,460,385,370,512,590
"PA14_RS26810",1049,977,783,704,1047,1003
"PA14_RS26815",2881,2734,2503,2125,2681,2643
"PA14_RS26820",907,784,801,702,798,843
"PA14_RS26825",239,260,305,429,590,624
"PA14_RS26830",525,418,403,473,582,690
"PA14_RS26835",1287,973,1200,1436,1697,2012
"PA14_RS26840",1135,875,1739,1080,1118,1218
"PA14_RS26845",1460,1094,1113,826,901,1139
"PA14_RS26850",1642,1593,1407,959,1172,1153
"PA14_RS26855",226,190,181,192,230,228
"PA14_RS26860",216,160,194,150,162,195
"PA14_RS26865",342,453,554,295,360,359
"PA14_RS26870",150,105,92,72,105,105
"PA14_RS26875",76,62,55,59,75,62
"PA14_RS26880",46,45,44,29,23,39
"PA14_RS26885",146,119,120,91,102,128
"PA14_RS26890",267,157,134,143,159,180
"PA14_RS26895",115,111,72,54,98,77
"PA14_RS26900",253,225,215,208,280,306
"PA14_RS26905",346,267,274,317,359,365
"PA14_RS26910",177,76,64,43,95,83
"PA14_RS26915",562,446,396,385,442,448
"PA14_RS26920",300,213,256,263,345,290
"PA14_RS26925",711,566,784,632,801,674
"PA14_RS26930",121,104,131,85,120,113
"PA14_RS26935",35,28,30,35,38,55
"PA14_RS26940",1009,739,972,945,1171,1211
"PA14_RS26945",472,486,525,492,546,531
"PA14_RS26950",788,659,622,592,677,786
"PA14_RS26955",249,223,247,251,276,317
"PA14_RS26960",296,275,258,183,219,238
"PA14_RS26965",3886,3948,4312,3554,3978,3546
"PA14_RS26970",4566,3245,5768,3853,4525,3779
"PA14_RS26975",1066,722,1034,962,1164,1190
"PA14_RS26980",499,512,602,527,651,610
"PA14_RS26985",1544,1297,1350,1018,1238,1321
"PA14_RS26990",1594,1439,1477,848,1106,1244
"PA14_RS26995",1813,1633,1869,1292,1847,1761
"PA14_RS27000",1725,1461,1362,1443,1800,1737
"PA14_RS27005",3249,2935,2550,2652,2950,2720
"PA14_RS27010",5147,4608,5905,5054,5917,5422
"PA14_RS27015",2289,1704,2004,1563,2144,2095
"PA14_RS27020",881,842,972,544,694,870
"PA14_RS27025",835,780,749,510,663,800
"PA14_RS27030",772,687,673,373,644,692
"PA14_RS27035",1313,1244,1063,878,1178,1264
"PA14_RS27040",1209,1130,951,952,1089,1052
"PA14_RS27045",1539,1359,1325,1101,1369,1165
"PA14_RS27050",5942,5576,6020,3466,3991,4042
"PA14_RS27055",4346,3338,3904,3315,3888,4008
"PA14_RS27060",13701,11568,11160,12193,11519,12447
"PA14_RS27065",8300,6726,8849,6743,6252,6584
"PA14_RS27070",2216,2059,2966,1951,2258,2500
"PA14_RS27075",1434,1115,1081,1132,1319,1451
"PA14_RS27080",999,833,992,832,941,1058
"PA14_RS27085",433,282,386,233,266,290
"PA14_RS27090",858,689,712,357,458,520
"PA14_RS27095",1953,1549,1697,986,1054,1133
"PA14_RS27100",345,329,677,228,264,314
"PA14_RS27105",675,184,359,319,332,225
"PA14_RS27110",747,425,331,488,448,713
"PA14_RS27115",161,103,98,105,107,195
"PA14_RS27120",2935,2962,869,883,1007,2852
"PA14_RS27125",2422,2501,2057,1542,1948,2315
"PA14_RS27130",204,104,104,116,99,139
"PA14_RS27135",96,87,116,70,80,80
"PA14_RS27140",60,64,63,32,44,42
"PA14_RS27145",101,73,102,53,63,92
"PA14_RS27150",122,153,174,83,106,92
"PA14_RS27155",938,792,1031,697,1067,985
"PA14_RS27160",4540,4106,4076,1856,2617,3049
"PA14_RS27165",12214,11647,12934,6348,7950,7557
"PA14_RS27170",4456,4202,4390,3498,3951,3967
"PA14_RS27175",1736,1212,1803,1598,1677,1727
"PA14_RS27180",1591,1119,1192,1360,1572,1698
"PA14_RS27185",1919,1396,1854,2075,2037,2349
"PA14_RS27190",152,101,105,226,229,275
"PA14_RS27195",589,395,391,538,662,690
"PA14_RS27200",447,428,280,401,483,574
"PA14_RS27205",2046,1684,1912,1749,2172,2675
"PA14_RS27210",2662,2153,3033,2313,2588,2730
"PA14_RS27215",6718,7833,6315,3962,5209,5782
"PA14_RS27220",993,1050,952,851,882,884
"PA14_RS27225",571,570,1011,569,734,521
"PA14_RS27230",7511,6705,12930,6342,9658,6304
"PA14_RS27235",1016,891,993,1183,1258,1185
"PA14_RS27240",2474,2076,2680,2248,2619,2773
"PA14_RS27245",1041,917,636,883,926,1095
"PA14_RS27250",276,198,198,576,571,777
"PA14_RS27255",375,345,394,1020,797,1175
"PA14_RS27260",340,243,278,436,501,526
"PA14_RS27265",1148,1073,956,610,749,829
"PA14_RS27270",856,632,628,580,668,673
"PA14_RS27275",1193,879,985,321,330,366
"PA14_RS27280",504,332,333,160,117,135
"PA14_RS27285",12159,9106,10493,9010,8154,9447
"PA14_RS27290",1449,1382,1513,815,818,934
"PA14_RS27295",172,161,168,197,218,252
"PA14_RS27300",1426,1019,1334,1061,1291,1382
"PA14_RS27305",450,496,494,517,639,633
"PA14_RS27310",1208,1137,934,1098,1366,1224
"PA14_RS27315",1464,1001,1182,1002,1320,1350
"PA14_RS27320",718,526,689,652,687,757
"PA14_RS27325",590,546,654,602,688,776
"PA14_RS27330",553,636,565,590,684,866
"PA14_RS27335",836,916,676,720,1074,1147
"PA14_RS27340",388,334,266,275,414,428
"PA14_RS27345",940,935,2030,502,561,456
"PA14_RS27350",385,364,291,310,336,372
"PA14_RS27355",802,851,648,601,673,583
"PA14_RS27360",792,751,670,453,591,484
"PA14_RS27365",1677,1196,1450,929,1091,1009
"PA14_RS27370",4041,3856,5038,2746,3175,3275
"PA14_RS27375",3544,2861,5118,2619,3043,2839
"PA14_RS27380",399,366,333,319,345,332
"PA14_RS27385",1077,921,920,839,1108,953
"PA14_RS27390",176,112,178,159,200,206
"PA14_RS27395",113,99,113,291,370,387
"PA14_RS27400",19,13,14,34,25,47
"PA14_RS27405",248,345,416,224,314,310
"PA14_RS27410",613,394,526,888,1084,874
"PA14_RS31050",229,154,161,90,88,89
"PA14_RS27415",254,187,175,79,96,100
"PA14_RS27420",115,68,92,82,95,113
"PA14_RS31055",7,4,12,68,101,77
"PA14_RS27425",475,517,563,282,322,341
"PA14_RS27430",483,457,360,204,216,219
"PA14_RS27435",188,126,170,229,237,257
"PA14_RS27440",276,136,241,297,287,315
"PA14_RS27445",254,162,196,246,238,258
"PA14_RS27450",132,71,87,117,130,138
"PA14_RS27455",109,60,89,94,86,127
"PA14_RS27460",117,97,112,91,150,150
"PA14_RS27465",105,81,82,82,102,105
"PA14_RS27470",81,48,51,68,60,88
"PA14_RS27475",97,69,77,69,55,69
"PA14_RS27480",241,154,157,175,205,209
"PA14_RS27485",343,182,348,475,431,474
"PA14_RS27490",59,30,74,43,52,59
"PA14_RS27495",827,310,662,437,377,411
"PA14_RS27500",133,94,107,94,100,126
"PA14_RS27505",241,165,214,179,205,218
"PA14_RS27510",168,123,204,96,108,136
"PA14_RS27515",689,658,996,665,632,768
"PA14_RS27520",645,473,874,442,424,491
"PA14_RS27525",1426,1499,1523,966,1107,1231
"PA14_RS27530",3714,3208,4317,2685,3216,3360
"PA14_RS27535",1820,1911,1925,1166,1935,1876
"PA14_RS27540",3008,2760,2137,1575,1554,1631
"PA14_RS27545",661,1503,497,170,205,204
"PA14_RS27550",2159,3052,2078,950,1204,1198
"PA14_RS27555",153,104,176,59,83,114
"PA14_RS27560",194,207,234,181,216,182
"PA14_RS27565",3856,5882,5392,3344,3538,2737
"PA14_RS27570",2334,2270,4917,2449,3071,2173
"PA14_RS27575",4761,4708,4278,7076,4381,6755
"PA14_RS27580",440,402,458,302,345,299
"PA14_RS27585",992,843,980,859,1186,1041
"PA14_RS27590",405,260,294,333,457,501
"PA14_RS27595",203,164,155,170,200,290
"PA14_RS27600",451,382,378,575,320,611
"PA14_RS27605",581,448,534,1034,625,840
"PA14_RS27610",162,147,132,99,120,128
"PA14_RS27615",261,260,274,233,287,251
"PA14_RS27620",1888,1801,2033,1455,1728,1512
"PA14_RS27625",408,378,491,201,238,248
"PA14_RS27630",1233,777,1099,642,910,772
"PA14_RS27635",3017,2717,3184,1800,2265,2003
"PA14_RS27640",124,81,131,120,147,132
"PA14_RS27645",1807,1632,1757,1503,1894,1895
"PA14_RS27650",2582,2657,2526,2390,2944,2949
"PA14_RS27655",640,648,468,496,700,700
"PA14_RS27660",999,1247,920,389,473,475
"PA14_RS27665",745,556,382,268,325,293
"PA14_RS27670",897,733,687,594,735,696
"PA14_RS27675",214,153,210,124,218,191
"PA14_RS27680",1084,1033,747,772,1061,925
"PA14_RS27685",885,969,785,847,1088,940
"PA14_RS27690",236,261,283,242,256,251
"PA14_RS27695",1300,1336,1599,1030,1277,1177
"PA14_RS27700",2115,1647,2110,1418,1824,1620
"PA14_RS27705",90,90,95,111,120,105
"PA14_RS27710",132,95,89,22,26,23
"PA14_RS27715",284,224,263,143,219,188
"PA14_RS27720",1449,1287,1355,1215,1476,1395
"PA14_RS27725",802,658,613,508,602,659
"PA14_RS27730",426,370,368,297,384,421
"PA14_RS27735",674,610,507,420,543,647
"PA14_RS27745",876,609,781,808,889,900
"PA14_RS27750",381,283,345,277,323,357
"PA14_RS27755",1683,1069,995,1418,1524,1643
"PA14_RS27760",1448,1145,892,1695,1932,1808
"PA14_RS27765",372,277,182,255,346,253
"PA14_RS27770",315,214,109,201,284,270
"PA14_RS27775",301,356,468,341,436,342
"PA14_RS27780",89,66,60,45,49,88
"PA14_RS27785",216,236,198,137,179,262
"PA14_RS27790",151,153,139,67,83,117
"PA14_RS27795",252,187,250,364,326,363
"PA14_RS27805",4047,3319,3409,920,1009,1097
"PA14_RS27810",1310,1315,1114,456,515,564
"PA14_RS27815",1502,1466,1090,493,539,547
"PA14_RS27820",1204,947,833,337,424,439
"PA14_RS27825",620,606,642,518,677,704
"PA14_RS27830",854,762,804,754,893,920
"PA14_RS27835",1329,1279,2903,4248,4212,2021
"PA14_RS27840",258,223,436,631,667,305
"PA14_RS27845",572,648,974,622,677,276
"PA14_RS27850",3445,3211,1259,2367,2314,6265
"PA14_RS27855",8072,3449,7002,9451,7586,9246
"PA14_RS27860",5321,564,7609,9549,7370,5314
"PA14_RS27865",3887,653,8752,11051,8729,5604
"PA14_RS27870",6610,3931,5548,12760,14809,13315
"PA14_RS27875",1442,1439,2005,1131,1370,1112
"PA14_RS27880",1614,1330,2139,1087,1235,1216
"PA14_RS27885",947,868,1132,531,514,574
"PA14_RS27890",7135,5730,6725,1990,1798,2182
"PA14_RS27895",221,250,251,197,184,233
"PA14_RS27900",239,271,204,84,90,90
"PA14_RS27905",1220,1199,515,175,232,198
"PA14_RS27910",1438,1016,2273,1260,1416,1387
"PA14_RS27915",621,687,792,551,697,971
"PA14_RS27920",901,963,709,979,1167,2039
"PA14_RS27925",638,415,456,384,466,541
"PA14_RS27930",329,207,251,283,287,302
"PA14_RS27935",293,270,277,269,310,345
"PA14_RS27940",255,195,198,249,258,282
"PA14_RS27945",280,202,192,342,364,369
"PA14_RS27950",237,177,212,286,338,401
"PA14_RS27955",368,313,318,340,460,472
"PA14_RS27960",283,140,167,272,259,309
"PA14_RS27965",3639,3504,4684,2807,3586,2784
"PA14_RS27970",1019,859,1221,989,1258,1101
"PA14_RS27975",569,482,671,811,1060,662
"PA14_RS27980",209,199,223,174,194,141
"PA14_RS27985",345,213,292,197,245,240
"PA14_RS27990",424,415,510,315,306,355
"PA14_RS27995",1114,869,1135,681,726,810
"PA14_RS28000",905,782,937,800,910,989
"PA14_RS28005",1264,936,1164,962,1077,1231
"PA14_RS28010",1920,1993,2033,1234,1416,1169
"PA14_RS28015",195,216,203,130,157,115
"PA14_RS28020",873,832,749,885,1053,1081
"PA14_RS28025",1522,1014,1408,3001,3433,2662
"PA14_RS28030",625,517,489,340,403,453
"PA14_RS28035",1727,1357,1386,1199,1437,1625
"PA14_RS28040",1052,783,385,605,749,2111
"PA14_RS28045",970,685,701,627,793,1342
"PA14_RS28050",793,668,1192,692,745,665
"PA14_RS28055",1732,1407,1625,1248,1390,1673
"PA14_RS28060",191,182,197,153,149,188
"PA14_RS28065",1921,1542,3374,874,658,893
"PA14_RS28070",1998,1260,2136,1153,1005,1186
"PA14_RS28075",1496,1160,1081,1239,1482,1412
"PA14_RS28080",2708,1889,2166,1686,2267,1854
"PA14_RS28085",473,361,489,233,313,336
"PA14_RS28090",363,212,391,122,117,165
"PA14_RS28095",331,243,278,205,263,279
"PA14_RS28100",732,609,624,203,235,243
"PA14_RS28105",2351,1917,1646,192,280,293
"PA14_RS28110",3030,2329,2427,1246,1764,1689
"PA14_RS28115",586,404,462,373,518,451
"PA14_RS28120",2692,2292,2192,2105,2774,2449
"PA14_RS28125",2953,2722,2787,2569,3301,3356
"PA14_RS28130",775,505,659,708,773,873
"PA14_RS28135",364,254,260,296,334,462
"PA14_RS28140",1045,780,1427,726,805,894
"PA14_RS28145",3341,2320,2956,1466,1960,2243
"PA14_RS28150",2234,955,3312,2187,1938,1916
"PA14_RS28155",4599,1768,6250,4693,3590,4065
"PA14_RS28160",11759,6960,4698,4088,6232,12570
"PA14_RS28165",4171,4107,4156,879,1156,2621
"PA14_RS28170",730,464,608,563,591,648
"PA14_RS28175",553,467,547,336,335,419
"PA14_RS28180",2142,1981,2904,1496,1654,1430
"PA14_RS28185",1615,1366,1697,1356,1779,1573
"PA14_RS28190",2686,2189,2798,2414,3245,3182
"PA14_RS28195",657,640,769,355,403,364
"PA14_RS28200",7451,5985,9509,7701,8608,8110
"PA14_RS28205",5659,4406,6372,6782,7635,7901
"PA14_RS28210",4805,3869,4407,3592,4583,4639
"PA14_RS28215",3801,2882,3594,3886,4506,5043
"PA14_RS28220",1995,1524,1906,2692,3377,4179
"PA14_RS28225",852,636,714,740,1058,1053
"PA14_RS28230",1006,729,1200,688,704,794
"PA14_RS28235",304,248,297,223,228,306
"PA14_RS28240",431,315,397,397,449,561
"PA14_RS28245",700,479,813,651,851,1028
"PA14_RS28250",574,488,579,542,581,735
"PA14_RS28255",932,837,881,497,555,637
"PA14_RS28260",339,298,402,259,322,283
"PA14_RS28265",1254,1030,1336,1217,1396,1258
"PA14_RS28270",1861,1727,1418,1409,1610,2010
"PA14_RS28275",15555,12324,11772,13300,14101,16597
"PA14_RS28280",296,183,246,271,279,301
"PA14_RS28285",2437,1799,1785,4411,5153,5556
"PA14_RS28290",492,363,431,484,561,585
"PA14_RS28295",2534,1890,2246,1910,2312,2118
"PA14_RS28300",1820,1741,1873,1376,1616,1854
"PA14_RS28305",694,653,768,589,637,712
"PA14_RS28310",1557,1274,1747,1482,1742,1934
"PA14_RS28315",3315,2285,4116,1807,1715,2103
"PA14_RS28320",1488,1009,1708,784,849,957
"PA14_RS28325",2004,1815,2088,1730,2041,2023
"PA14_RS28330",712,594,716,3,1,4
"PA14_RS28335",1313,867,923,38,48,60
"PA14_RS28340",118,74,71,5,2,5
"PA14_RS28345",374,220,232,85,103,103
"PA14_RS28350",672,327,266,86,122,106
"PA14_RS28355",534,513,547,504,607,553
"PA14_RS28360",412,302,342,400,423,512
"PA14_RS28365",406,325,320,480,570,603
"PA14_RS28370",670,430,545,676,614,751
"PA14_RS28375",1304,925,1211,1148,1257,1354
"PA14_RS28380",870,790,700,404,488,518
"PA14_RS28385",2555,2227,2253,1826,2355,2317
"PA14_RS31075",77,69,146,52,50,58
"PA14_RS28390",197,204,454,143,165,155
"PA14_RS28395",409,267,320,258,356,374
"PA14_RS28400",2733,2255,3025,2325,2845,3014
"PA14_RS28405",1288,1139,1241,1103,1310,1288
"PA14_RS28410",1389,1361,1350,1136,1433,1498
"PA14_RS28415",605,614,463,567,712,656
"PA14_RS28420",355,338,276,350,507,549
"PA14_RS28425",197,211,138,147,201,198
"PA14_RS28430",493,361,424,440,448,509
"PA14_RS28435",123,86,96,148,127,159
"PA14_RS28440",1601,1112,1507,902,839,782
"PA14_RS28445",475,354,460,271,297,245
"PA14_RS28450",907,701,818,974,993,1119
"PA14_RS28455",3914,2796,2920,2608,3265,3499
"PA14_RS28460",551,419,426,550,662,590
"PA14_RS28465",640,570,649,398,494,478
"PA14_RS28470",1425,1485,1464,862,975,981
"PA14_RS28475",378,363,322,589,718,731
"PA14_RS28480",148,92,134,115,127,150
"PA14_RS28485",698,807,816,276,378,368
"PA14_RS28490",3458,3424,4061,1353,1809,1706
"PA14_RS28495",1326,1321,1880,1592,1771,1538
"PA14_RS28500",296,267,383,172,153,195
"PA14_RS28505",1136,893,1547,855,1020,831
"PA14_RS28510",1443,1178,1941,820,919,863
"PA14_RS28515",6394,3994,7254,7001,9041,7433
"PA14_RS28520",1282,876,1102,738,1039,1075
"PA14_RS28525",470,127,371,189,1706,1217
"PA14_RS28530",199,120,146,40,724,705
"PA14_RS28535",300,263,209,114,1448,1944
"PA14_RS28540",472,358,349,315,380,428
"PA14_RS28545",158,108,139,118,117,153
"PA14_RS28550",1315,992,1231,1066,1554,1641
"PA14_RS28555",738,581,604,429,592,631
"PA14_RS28560",392,315,416,350,397,383
"PA14_RS28565",604,448,664,731,1006,776
"PA14_RS28570",203,188,209,197,261,199
"PA14_RS28575",1207,982,1071,1099,1393,1603
"PA14_RS28580",358,274,297,251,304,415
"PA14_RS28585",113,124,110,99,132,128
"PA14_RS28590",475,572,929,494,627,446
"PA14_RS28595",7248,6201,8829,4949,5812,4706
"PA14_RS28600",1020,807,921,882,960,1037
"PA14_RS28605",868,500,745,468,562,609
"PA14_RS28610",1579,1241,1635,1282,1535,1583
"PA14_RS28615",716,656,666,668,768,641
"PA14_RS28620",5230,5253,5504,3352,3870,3532
"PA14_RS28625",2981,2802,3136,1578,1989,2254
"PA14_RS28630",668,531,467,400,518,572
"PA14_RS28635",82,73,76,53,79,70
"PA14_RS28640",46,28,46,39,43,51
"PA14_RS28645",75,31,57,64,78,73
"PA14_RS28650",83,68,73,9,14,15
"PA14_RS28655",922,815,951,667,678,737
"PA14_RS28660",1962,1909,2209,1424,1603,1655
"PA14_RS28665",2312,1571,2467,2011,2457,2466
"PA14_RS28670",3465,2273,3486,2684,3442,3219
"PA14_RS28675",596,533,803,560,670,635
"PA14_RS28680",1368,1082,1572,1277,1501,1446
"PA14_RS28685",1346,1097,1646,611,856,742
"PA14_RS28690",486,573,697,282,360,340
"PA14_RS28695",4088,3539,4988,3547,4544,4392
"PA14_RS28700",6473,6292,7097,6178,6960,7326
"PA14_RS28705",1268,1153,1035,1431,1765,1815
"PA14_RS28710",1444,1639,1187,1354,1624,1879
"PA14_RS28715",421,488,283,268,331,442
"PA14_RS28720",289,269,221,250,328,317
"PA14_RS28725",850,645,807,624,799,794
"PA14_RS28730",995,913,920,682,797,940
"PA14_RS28735",2648,2248,2201,1971,2472,2435
"PA14_RS28740",2845,2397,2340,2644,3081,3600
"PA14_RS28745",986,630,548,542,599,660
"PA14_RS28750",11917,5694,3691,3313,3792,4064
"PA14_RS28755",983,939,877,670,809,950
"PA14_RS28760",240,174,214,134,184,189
"PA14_RS28765",557,556,513,238,363,323
"PA14_RS28770",223,199,124,202,339,327
"PA14_RS28775",937,985,366,614,1227,1035
"PA14_RS28780",804,1113,238,497,1010,986
"PA14_RS28785",1269,2441,752,1686,2557,2390
"PA14_RS28790",390,256,221,306,319,366
"PA14_RS28795",405,271,383,486,736,690
"PA14_RS28800",1273,765,1335,1158,1164,1281
"PA14_RS28805",1224,605,1032,952,833,1013
"PA14_RS28810",489,310,380,323,393,355
"PA14_RS28815",359,294,395,325,342,356
"PA14_RS28820",1592,1233,1530,1732,2130,1905
"PA14_RS28825",1630,1066,1605,1150,1358,1376
"PA14_RS28830",2012,1515,1538,1355,1534,2049
"PA14_RS28835",500,392,355,372,438,501
"PA14_RS28840",356,278,236,260,298,353
"PA14_RS28845",272,273,256,212,242,312
"PA14_RS28850",414,233,591,182,236,210
"PA14_RS28855",738,412,749,418,553,556
"PA14_RS28885",683,523,654,631,620,611
"PA14_RS28890",1104,730,1011,1157,1342,1307
"PA14_RS28895",394,304,354,281,342,385
"PA14_RS28900",388,332,355,244,301,316
"PA14_RS28905",251,165,204,165,208,203
"PA14_RS28910",90,83,88,88,112,99
"PA14_RS28915",625,440,504,595,546,570
"PA14_RS28920",225,196,230,247,229,234
"PA14_RS28925",469,305,447,458,458,558
"PA14_RS28930",176,121,132,133,144,157
"PA14_RS28935",1302,945,1013,762,825,968
"PA14_RS28940",332,204,220,150,169,234
"PA14_RS28945",130,88,133,86,123,123
"PA14_RS28950",252,127,105,28,30,47
"PA14_RS28955",28,29,36,10,14,7
"PA14_RS28960",14,9,9,22,18,24
"PA14_RS28965",37,32,45,15,24,37
"PA14_RS28970",3,11,7,5,6,10
"PA14_RS28975",47,34,29,27,39,40
"PA14_RS28980",176,130,108,127,157,146
"PA14_RS28985",143,114,102,171,207,192
"PA14_RS28990",28,23,15,24,40,36
"PA14_RS28995",15,18,12,10,11,13
"PA14_RS29000",78,55,43,40,50,60
"PA14_RS29005",519,576,527,287,330,330
"PA14_RS29010",95,62,61,67,69,63
"PA14_RS29015",296,186,251,148,238,267
"PA14_RS29020",28,13,27,35,38,49
"PA14_RS29025",217,163,155,232,295,380
"PA14_RS29030",116,74,79,145,155,225
"PA14_RS29035",63,43,53,112,138,143
"PA14_RS29040",28,23,28,76,76,91
"PA14_RS29045",65,73,95,107,112,170
"PA14_RS29050",88,54,60,66,57,105
"PA14_RS29055",32,20,29,54,64,66
"PA14_RS29060",45,27,31,113,114,148
"PA14_RS29065",144,121,201,108,126,105
"PA14_RS29070",156,109,172,180,224,234
"PA14_RS29075",140,115,155,143,171,193
"PA14_RS29080",332,247,299,304,304,378
"PA14_RS29085",148,112,153,154,176,207
"PA14_RS29090",138,148,107,72,89,82
"PA14_RS29095",896,969,803,549,671,745
"PA14_RS29100",800,683,744,598,686,803
"PA14_RS29105",455,378,333,378,437,482
"PA14_RS29110",125,84,113,112,166,208
"PA14_RS29115",72,47,50,60,81,118
"PA14_RS29120",7,3,7,9,14,20
"PA14_RS29125",181,124,167,235,236,347
"PA14_RS29130",47,21,37,62,52,94
"PA14_RS29135",71,56,70,113,109,128
"PA14_RS29140",158,101,157,421,426,467
"PA14_RS29145",702,650,824,706,817,866
"PA14_RS29150",772,686,1058,712,724,910
"PA14_RS29155",1305,1080,2511,574,469,585
"PA14_RS29160",954,1135,998,758,836,737
"PA14_RS29165",674,798,907,525,690,557
"PA14_RS29170",9043,5257,3490,6831,7712,14153
"PA14_RS29175",1846,1329,762,956,1441,2657
"PA14_RS29180",954,954,717,972,2294,3691
"PA14_RS29185",637,536,593,490,594,502
"PA14_RS29190",147,144,159,146,165,162
"PA14_RS29195",100,79,73,48,96,88
"PA14_RS29200",268,261,242,184,236,259
"PA14_RS29205",526,414,522,309,388,421
"PA14_RS29210",4130,3133,3380,4754,3962,4635
"PA14_RS29215",3077,2205,2092,3093,2863,3993
"PA14_RS29220",788,637,886,735,741,771
"PA14_RS29225",261,238,339,249,341,320
"PA14_RS29230",2023,1632,2226,1668,1969,2153
"PA14_RS29235",589,496,513,574,601,730
"PA14_RS29240",1579,1202,831,694,951,1081
"PA14_RS29245",735,758,527,328,381,352
"PA14_RS29250",1880,2173,1919,873,1028,1054
"PA14_RS29255",742,626,507,360,482,442
"PA14_RS29260",2270,2106,2528,1714,2080,2005
"PA14_RS29265",285,224,304,167,150,192
"PA14_RS29270",1647,388,1731,4931,6111,3094
"PA14_RS29275",1940,1207,1471,204,265,296
"PA14_RS29280",1736,1138,1316,1043,1283,1467
"PA14_RS29285",985,670,605,716,913,923
"PA14_RS29290",994,704,591,715,803,885
"PA14_RS29295",1699,1053,951,1069,1256,1358
"PA14_RS29300",1103,731,692,770,806,880
"PA14_RS29305",2414,1774,1349,1532,1807,1796
"PA14_RS29310",1947,1623,1432,1054,1298,1448
"PA14_RS29315",1542,1235,1131,997,1206,1461
"PA14_RS31315",683,476,432,351,405,528
"PA14_RS29320",1906,1482,1400,1211,1397,1536
"PA14_RS29325",1023,935,644,613,794,796
"PA14_RS29330",565,495,315,357,503,607
"PA14_RS29335",415,335,261,270,403,410
"PA14_RS29340",635,375,333,378,511,488
"PA14_RS29345",531,335,291,29,17,28
"PA14_RS29350",1368,1015,1101,2137,2611,2653
"PA14_RS29355",517,385,457,354,407,449
"PA14_RS29360",195,165,284,220,244,225
"PA14_RS29365",885,794,946,946,1117,961
"PA14_RS29370",449,321,321,342,417,421
"PA14_RS29375",156,121,106,107,148,175
"PA14_RS29380",201,196,151,122,148,169
"PA14_RS29385",163,110,134,134,168,181
"PA14_RS29390",85,70,131,153,114,94
"PA14_RS29395",100,84,286,252,209,116
"PA14_RS29400",416,297,963,610,607,493
"PA14_RS29405",399,306,483,352,407,342
"PA14_RS29410",1850,1298,2398,965,933,1103
"PA14_RS29415",6327,3517,3536,3246,3781,6333
"PA14_RS29420",7061,4611,2611,3439,4079,9579
"PA14_RS29425",389,300,327,476,579,593
"PA14_RS29430",368,260,314,280,336,350
"PA14_RS29435",646,618,612,436,657,619
"PA14_RS29440",1085,859,1251,728,1171,1566
"PA14_RS29450",10215,7536,12027,187,108,212
"PA14_RS29455",8452,6303,9897,186,127,191
"PA14_RS29460",967,1018,1550,457,440,472
"PA14_RS29465",1475,1394,2029,700,626,700
"PA14_RS29470",826,610,977,317,368,356
"PA14_RS29475",312,228,361,260,289,332
"PA14_RS29480",2960,2574,2549,2686,3282,3354
"PA14_RS29485",1795,1654,1679,1957,2111,2270
"PA14_RS29490",2351,1741,2274,2761,2949,3236
"PA14_RS29495",3678,2448,4393,3541,4462,3967
"PA14_RS29500",3469,2185,3406,2467,3630,3260
"PA14_RS29505",917,894,1181,672,701,769
"PA14_RS29510",2886,2501,3047,2241,2685,2619
"PA14_RS29515",897,835,756,527,725,985
"PA14_RS29520",2501,2386,1770,1492,1847,2914
"PA14_RS29525",1214,697,1082,695,827,904
"PA14_RS29530",2639,2056,2477,1648,2038,2220
"PA14_RS29535",814,588,843,790,861,966
"PA14_RS29540",983,567,827,724,832,958
"PA14_RS29545",629,563,755,661,708,738
"PA14_RS29550",447,403,507,410,458,485
"PA14_RS29555",794,602,827,620,774,726
"PA14_RS29560",557,432,968,758,845,812
"PA14_RS29565",402,459,779,666,802,694
"PA14_RS29570",1860,1890,1990,2235,2601,2340
"PA14_RS29575",141,100,64,33,84,124
"PA14_RS29580",109,110,48,24,76,79
"PA14_RS29585",273,183,163,52,139,169
"PA14_RS29590",180,123,135,81,105,148
"PA14_RS29595",346,250,222,193,315,373
"PA14_RS29600",1015,907,911,818,1124,1093
"PA14_RS29605",566,540,578,671,825,775
